,Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
1941,1942,0.25,Ideal,F,VS2,61.6,55.0,4.06,4.08,2.51,535
14530,14531,0.38,Ideal,F,VVS2,62.7,56.0,4.61,4.64,2.9,1033
15445,15446,0.41,Very Good,E,SI1,60.4,58.0,4.75,4.79,2.88,725
7511,7512,0.7,Good,H,VS2,59.7,57.0,5.75,5.8,3.45,2347
2648,2649,0.34,Very Good,G,VS1,63.1,57.0,4.45,4.4,2.79,880
24359,24360,0.7,Very Good,F,SI2,62.1,57.0,5.63,5.68,3.51,1940
1240,1241,1.01,Ideal,F,VS2,62.0,56.0,6.51,6.46,4.02,6533
17468,17469,1.23,Good,D,I1,63.7,58.0,6.79,6.72,4.3,4050
19361,19362,0.51,Very Good,E,SI1,63.5,54.0,5.1,5.07,3.23,1443
7831,7832,1.14,Very Good,I,VS1,63.3,56.0,6.68,6.6,4.2,5148
11034,11035,1.12,Very Good,E,VS2,62.8,57.0,6.61,6.64,4.16,7589
18267,18268,0.31,Good,G,VVS1,57.5,62.0,4.47,4.54,2.59,849
25467,25468,1.23,Very Good,H,SI1,60.3,58.0,6.93,6.96,4.19,6997
23185,23186,0.58,Fair,F,SI2,64.7,56.0,5.31,5.24,3.41,1088
22828,22829,0.37,Very Good,E,VS2,64.0,55.0,4.52,4.57,2.91,728
3416,3417,1.06,Ideal,G,SI1,62.0,57.0,6.54,6.5,4.04,5342
14935,14936,0.3,Ideal,E,VS1,60.6,56.0,4.35,4.36,2.64,735
21108,21109,1.18,Ideal,G,SI2,60.5,55.0,6.9,6.85,4.16,5452
16301,16302,1.47,Fair,F,SI2,65.9,59.0,6.99,6.94,4.59,6108
26011,26012,0.3,Ideal,D,SI2,61.1,58.0,4.31,4.33,2.64,413
15412,15413,1.21,Very Good,F,VS2,63.5,58.0,6.76,6.73,4.28,7826
23414,23415,1.13,Ideal,G,VS2,61.6,57.0,6.68,6.7,4.12,7159
5559,5560,0.71,Ideal,I,VVS2,61.4,58.0,5.7,5.76,3.52,2559
2283,2284,1.7,Ideal,I,SI1,62.9,57.0,7.57,7.5,4.74,9901
14991,14992,0.71,Very Good,E,VS1,,60.0,5.65,5.71,3.53,3192
13712,13713,1.6,Ideal,F,SI2,61.7,56.0,7.5,7.53,4.64,10472
24048,24049,0.41,Ideal,J,VS2,62.2,54.0,4.76,4.79,2.97,613
23841,23842,1.22,Premium,I,VS1,61.1,58.0,6.84,6.91,4.2,6012
10435,10436,0.42,Ideal,F,VVS2,61.1,57.0,4.84,4.82,2.95,1221
3026,3027,0.54,Ideal,H,VVS1,61.8,55.0,5.24,5.21,3.23,1944
3066,3067,1.01,Very Good,E,VVS1,63.2,54.0,6.41,6.31,4.02,10498
452,453,0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,2099
3861,3862,1.0,Premium,F,VS2,61.7,56.0,6.48,6.39,3.97,6608
7397,7398,0.34,Ideal,E,VS2,62.4,55.0,4.53,4.48,2.81,956
3241,3242,1.01,Ideal,I,VS2,61.3,53.0,6.52,6.54,4.0,4887
11886,11887,1.33,Ideal,H,SI1,60.1,57.0,7.14,7.2,4.31,7742
8202,8203,0.3,Good,D,VS2,63.1,58.0,4.26,4.3,2.7,568
24754,24755,2.11,Premium,G,SI2,62.2,58.0,8.19,8.23,5.11,13598
25623,25624,0.74,Very Good,J,VS1,62.7,58.0,5.75,5.8,3.62,2170
21769,21770,1.01,Good,G,VVS2,63.4,55.0,6.34,6.41,4.04,6843
11912,11913,0.24,Very Good,E,VVS2,63.4,57.0,3.95,3.97,2.51,485
8553,8554,0.71,Premium,F,VS1,60.5,58.0,5.75,5.72,3.47,2839
13022,13023,0.72,Ideal,F,VS2,61.8,56.0,5.72,5.74,3.54,3564
7855,7856,0.54,Ideal,J,SI1,62.5,54.0,5.22,5.25,3.27,964
22653,22654,1.18,Very Good,F,VVS1,60.4,59.0,6.82,6.86,4.13,12175
17359,17360,0.78,Very Good,D,VS1,61.5,57.0,5.92,5.95,3.65,3923
6819,6820,1.06,Good,G,VS1,63.4,57.0,6.45,6.48,4.1,6477
20570,20571,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,15451
3570,3571,0.4,Ideal,E,SI1,63.0,57.0,4.68,4.65,2.94,882
14704,14705,0.3,Ideal,D,VS2,61.6,56.0,4.31,4.36,2.67,670
19235,19236,1.13,Premium,H,VS2,,59.0,6.63,6.58,4.15,5571
422,423,0.9,Ideal,G,SI2,,56.0,6.14,6.19,3.85,3500
21842,21843,1.25,Good,F,SI2,59.0,61.0,7.01,7.06,4.15,6032
8560,8561,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,13333
21738,21739,0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,2034
11586,11587,0.52,Premium,E,SI2,61.1,57.0,5.23,5.12,3.16,1088
14442,14443,1.53,Very Good,E,SI1,60.8,60.0,7.43,7.51,4.54,12386
21086,21087,1.08,Premium,G,VS2,62.4,57.0,6.56,6.49,4.07,6532
1003,1004,0.33,Ideal,G,IF,61.6,53.0,4.43,4.47,2.74,984
1537,1538,0.54,Ideal,E,VS2,61.0,56.0,5.25,5.28,3.21,1754
25295,25296,1.09,Ideal,F,SI2,61.2,57.0,6.64,6.6,4.05,4981
14361,14362,0.61,Very Good,G,VVS2,62.4,55.0,5.44,5.47,3.4,2403
657,658,0.6,Ideal,D,VS2,61.5,55.0,5.42,5.45,3.34,2325
19016,19017,0.24,Very Good,E,VVS1,60.4,62.0,3.99,4.02,2.42,485
13399,13400,0.91,Fair,D,SI1,65.2,57.0,6.08,6.04,3.95,3730
3465,3466,0.55,Ideal,F,VS2,61.4,57.0,5.26,5.3,3.24,2026
13048,13049,0.32,Premium,G,VS2,60.7,58.0,4.38,4.42,2.67,561
2291,2292,0.5,Ideal,F,VVS2,62.0,53.6,5.09,5.13,3.18,2025
3262,3263,1.58,Premium,G,VS2,,58.0,7.68,7.64,4.46,11786
8356,8357,0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53,2332
5728,5729,0.5,Premium,F,VS2,62.1,58.0,5.1,5.01,3.14,1654
21991,21992,2.06,Very Good,F,SI2,61.5,56.0,8.15,8.18,5.02,16603
25715,25716,0.26,Ideal,E,VVS1,61.7,56.0,4.11,4.09,2.53,814
9601,9602,0.73,Very Good,E,SI1,63.2,58.0,5.71,5.74,3.62,2679
12571,12572,0.3,Premium,E,VS1,61.8,58.0,4.33,4.31,2.67,911
15622,15623,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3228
1992,1993,1.7,Good,G,VS1,63.5,56.0,7.53,7.64,4.82,14445
16201,16202,0.23,Very Good,F,VVS2,60.0,57.0,4.0,4.04,2.41,530
11760,11761,1.52,Very Good,F,VS2,62.9,53.3,7.31,7.36,4.61,15649
7066,7067,1.51,Very Good,H,VS2,62.3,61.0,7.27,7.3,4.54,9821
16190,16191,0.71,Very Good,I,VVS2,60.6,56.0,5.82,5.77,3.51,2586
1883,1884,0.3,Premium,F,VVS2,61.4,59.0,4.31,4.36,2.66,737
14697,14698,1.12,Very Good,G,SI2,61.2,58.0,6.65,6.69,4.08,5504
11596,11597,0.58,Very Good,J,VS2,62.8,57.0,5.28,5.33,3.33,1090
6088,6089,0.51,Premium,D,VS2,60.9,58.0,5.18,5.14,3.14,1716
24668,24669,0.43,Ideal,J,VS1,61.7,58.0,4.8,4.84,2.98,703
14307,14308,0.39,Premium,J,VVS1,62.8,58.0,4.66,4.61,2.91,921
23370,23371,0.31,Premium,H,SI1,62.4,57.0,4.35,4.31,2.7,558
18975,18976,0.35,Premium,D,SI1,61.5,58.0,4.53,4.55,2.79,601
3406,3407,1.08,Good,G,VS2,58.9,58.0,6.69,6.75,3.96,6708
25758,25759,0.35,Very Good,E,VS1,59.7,59.0,4.59,4.62,2.75,790
2935,2936,0.7,Good,G,SI2,59.4,61.0,5.77,5.81,3.44,1948
10094,10095,0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,2369
17507,17508,0.33,Ideal,H,VS2,61.8,54.0,4.45,4.48,2.76,539
24360,24361,0.34,Ideal,I,VS1,62.6,56.0,4.44,4.47,2.79,537
6920,6921,0.3,Ideal,G,VVS1,62.9,57.0,4.3,4.26,2.69,1013
19646,19647,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,1607
14485,14486,0.7,Ideal,G,SI1,62.0,56.0,5.66,5.69,3.52,2699
20109,20110,0.32,Ideal,F,IF,61.2,56.0,4.41,4.45,2.71,1204
23301,23302,1.28,Premium,I,SI1,59.4,61.0,7.11,7.04,4.2,3942
14333,14334,0.57,Ideal,G,VS1,61.2,55.0,5.35,5.38,3.29,1942
5807,5808,0.34,Ideal,E,SI1,62.0,57.0,4.46,4.48,2.77,596
6313,6314,1.03,Very Good,G,VS1,60.7,58.0,6.5,6.55,3.96,6628
14202,14203,1.0,Premium,I,SI2,62.6,56.0,6.4,6.34,3.99,3830
20040,20041,1.0,Premium,F,SI1,61.9,60.0,6.39,6.34,3.94,5645
5671,5672,0.81,Ideal,I,SI2,61.7,59.0,5.92,6.0,3.68,2386
11665,11666,0.26,Ideal,G,SI1,62.2,54.0,4.11,4.12,2.56,394
22756,22757,0.51,Ideal,D,SI2,62.8,57.0,5.12,5.1,3.21,1359
23132,23133,0.73,Ideal,F,SI2,62.7,57.0,5.75,5.79,3.62,2276
5061,5062,0.32,Premium,G,VS2,60.2,57.0,4.45,4.42,2.67,720
6287,6288,0.51,Very Good,E,VS2,63.3,56.0,5.12,5.08,3.23,1781
26015,26016,0.59,Premium,E,SI1,61.8,60.0,5.33,5.39,3.31,1664
5814,5815,2.0,Ideal,F,SI2,62.6,57.0,8.08,8.01,5.04,18172
21831,21832,0.53,Ideal,G,VVS2,62.1,54.0,5.18,5.22,3.23,1893
2182,2183,0.92,Premium,F,SI2,58.1,58.0,6.46,6.41,3.74,3282
13077,13078,1.01,Very Good,D,SI1,62.5,61.0,6.34,6.4,3.98,5832
14547,14548,1.0,Very Good,E,SI1,63.1,58.0,6.34,6.2,3.95,4435
6063,6064,1.5,Premium,H,SI2,62.1,59.0,7.28,7.24,4.51,7500
3228,3229,0.9,Premium,D,VS2,63.0,62.0,6.13,6.06,3.84,4586
14789,14790,0.25,Very Good,E,VVS2,63.0,57.0,4.0,4.06,2.54,575
2717,2718,0.4,Ideal,E,SI1,61.2,57.0,4.7,4.74,2.89,737
1096,1097,1.0,Premium,D,VS1,59.7,60.0,6.45,6.42,3.84,8124
11974,11975,0.58,Ideal,F,VS2,61.8,57.0,5.39,5.35,3.32,2401
1751,1752,0.5,Very Good,F,VS2,62.7,56.0,5.04,5.07,3.17,1396
164,165,0.5,Very Good,E,VS1,63.9,55.0,4.98,5.03,3.2,1604
11537,11538,0.3,Ideal,G,VVS2,62.4,57.0,4.27,4.29,2.67,665
21325,21326,0.3,Premium,F,VS1,61.9,59.0,4.3,4.26,2.65,844
5333,5334,0.75,Ideal,G,VVS2,62.2,56.0,5.78,5.82,3.61,3879
20981,20982,0.33,Ideal,H,SI2,61.4,55.0,4.47,4.49,2.75,433
12966,12967,0.4,Ideal,E,VS1,62.2,55.0,4.72,4.76,2.95,1053
14347,14348,2.01,Premium,I,VS2,61.1,60.0,8.06,8.12,4.94,17433
10863,10864,0.9,Premium,G,VS2,61.5,60.0,6.16,6.13,3.78,4309
9133,9134,1.0,Fair,F,SI1,66.4,57.0,6.21,6.14,4.1,4256
1601,1602,0.9,Very Good,D,SI1,62.8,59.0,6.12,6.18,3.86,4466
10142,10143,1.0,Premium,E,SI1,60.8,60.0,6.45,6.42,3.91,5470
25761,25762,1.21,Very Good,G,SI2,62.7,59.0,6.66,6.74,4.2,5308
1890,1891,0.73,Very Good,F,SI1,61.4,56.0,5.81,5.86,3.58,2879
11016,11017,0.9,Premium,H,VS2,62.0,57.0,6.16,6.1,3.8,4082
14286,14287,0.3,Very Good,I,VS1,63.0,53.0,4.26,4.31,2.7,473
17277,17278,0.51,Very Good,F,VS1,,57.0,5.06,5.09,3.21,1627
3767,3768,0.4,Ideal,G,VVS2,62.4,56.0,4.74,4.72,2.95,1050
9364,9365,0.53,Very Good,E,VS2,62.3,56.7,5.19,5.23,3.25,1857
8417,8418,0.7,Ideal,F,VVS2,62.0,57.0,5.68,5.74,3.54,3160
23798,23799,0.32,Ideal,I,VS1,60.9,56.0,4.44,4.46,2.71,505
13593,13594,0.32,Premium,E,VS2,61.3,59.0,4.35,4.39,2.68,702
18578,18579,0.92,Fair,I,VS2,64.4,58.0,6.13,6.1,3.94,3033
125,126,0.9,Premium,I,VS2,61.2,62.0,6.19,6.13,3.77,3338
2888,2889,1.2,Ideal,D,SI2,61.7,56.0,6.88,6.81,4.22,6740
16134,16135,0.34,Ideal,D,VS1,60.9,56.0,4.51,4.56,2.76,865
19832,19833,0.33,Premium,D,SI2,62.7,58.0,4.39,4.41,2.76,492
305,306,0.7,Good,F,SI1,64.1,56.0,5.63,5.6,3.6,2289
16580,16581,0.41,Good,F,VS2,63.2,57.0,4.74,4.76,3.0,863
22907,22908,0.7,Fair,G,VS2,64.4,56.0,5.64,5.57,3.61,2657
15527,15528,0.41,Very Good,D,VS2,62.3,58.0,4.75,4.76,2.96,932
15800,15801,0.3,Premium,H,VVS1,60.7,58.0,4.38,4.35,2.65,796
12531,12532,1.15,Ideal,H,SI1,62.4,54.0,6.71,6.76,4.2,6106
6871,6872,1.01,Good,F,VS1,61.8,57.0,6.34,6.44,3.95,6626
19345,19346,1.05,Very Good,E,SI1,60.7,56.0,6.54,6.6,3.99,5770
7766,7767,0.38,Ideal,E,VS2,62.0,56.0,4.62,4.66,2.88,853
16738,16739,0.51,Very Good,E,VS1,61.6,59.0,5.1,5.12,3.15,1778
19789,19790,0.45,Ideal,E,VVS2,61.9,56.0,4.91,4.95,3.05,1337
4593,4594,0.54,Very Good,H,SI2,60.7,55.0,5.31,5.34,3.23,1194
8271,8272,1.0,Premium,G,SI2,61.4,61.0,6.35,6.32,3.89,3713
7811,7812,0.71,Ideal,E,SI1,61.9,56.0,5.76,5.71,3.55,2404
4502,4503,0.36,Ideal,E,VS2,60.7,56.0,4.63,4.65,2.82,738
8771,8772,0.72,Ideal,G,SI2,61.7,56.0,5.76,5.71,3.54,2177
9044,9045,0.31,Ideal,G,VVS2,61.8,56.0,4.31,4.36,2.68,707
3107,3108,1.22,Very Good,J,VS2,61.9,57.0,6.82,6.87,4.24,4793
1049,1050,1.21,Ideal,H,VVS2,60.4,57.0,6.9,6.93,4.18,7954
20140,20141,0.3,Ideal,E,VVS2,60.2,57.0,4.4,4.37,2.64,1013
5106,5107,1.3,Ideal,D,SI1,61.8,56.0,6.93,6.96,4.29,9242
13267,13268,0.35,Premium,I,VS2,,58.0,4.55,4.57,2.79,491
20813,20814,0.42,Very Good,D,SI1,62.8,58.0,4.76,4.79,3.0,810
12370,12371,0.9,Very Good,F,SI1,63.0,61.0,6.09,6.14,3.85,4009
1914,1915,1.02,Very Good,F,SI1,59.4,60.0,6.48,6.59,3.88,5430
13631,13632,0.51,Fair,F,VVS2,60.7,66.0,5.21,5.11,3.13,4368
13317,13318,1.04,Premium,H,VS2,62.7,61.0,6.48,6.44,4.05,5416
13700,13701,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,5322
20956,20957,1.0,Very Good,G,VS2,60.8,55.0,6.46,6.49,3.94,6296
16057,16058,0.74,Fair,E,SI2,66.7,62.0,5.49,5.43,3.64,2617
19924,19925,0.3,Very Good,G,VS1,62.1,60.0,4.24,4.3,2.65,605
6589,6590,1.06,Premium,G,VVS1,61.1,58.0,6.57,6.53,4.0,8319
14253,14254,0.72,Ideal,E,VVS2,62.1,57.0,5.76,5.74,3.57,3093
18140,18141,1.24,Premium,I,SI1,62.4,59.0,6.89,6.87,4.29,4791
14568,14569,1.5,Good,I,I1,63.7,61.0,7.22,7.1,4.57,3696
16221,16222,0.3,Ideal,D,SI1,61.7,56.0,4.31,4.35,2.67,552
8720,8721,1.0,Ideal,F,SI2,61.1,54.0,6.51,6.47,3.97,3674
22870,22871,0.5,Premium,H,IF,60.3,58.0,5.14,5.18,3.11,1846
24219,24220,0.55,Ideal,F,SI1,61.8,55.0,5.22,5.27,3.24,1316
3233,3234,0.4,Very Good,G,VS2,61.9,59.0,4.67,4.7,2.9,772
2347,2348,1.0,Ideal,G,SI1,61.9,56.0,6.37,6.45,3.97,4997
21920,21921,1.35,Ideal,J,VS2,61.4,57.0,7.13,7.1,4.37,5969
24555,24556,2.03,Ideal,H,SI1,62.9,57.0,8.07,7.99,5.05,16900
22166,22167,1.01,Good,D,SI2,64.0,59.0,6.28,6.34,4.04,3932
22578,22579,1.02,Ideal,E,SI1,62.2,54.7,6.44,6.47,4.01,5840
6244,6245,0.3,Premium,E,SI1,,58.0,4.33,4.27,2.66,675
20896,20897,0.75,Premium,D,SI1,62.8,60.0,5.78,5.74,3.62,2903
20452,20453,0.3,Ideal,G,IF,62.4,54.0,4.31,4.34,2.7,863
11838,11839,0.43,Very Good,E,SI1,63.2,57.0,4.84,4.78,3.04,948
8188,8189,0.92,Very Good,H,SI2,62.8,59.0,6.14,6.16,3.86,3417
13678,13679,2.02,Very Good,I,SI2,61.9,60.0,8.12,8.06,5.01,14715
1410,1411,0.57,Premium,E,VS2,62.2,59.0,5.29,5.26,3.28,2274
5124,5125,0.31,Ideal,H,VVS2,,57.0,4.32,4.36,2.71,625
14058,14059,0.75,Ideal,E,SI2,61.7,55.0,5.9,5.86,3.63,2609
872,873,0.58,Ideal,E,VS2,60.9,59.0,5.36,5.44,3.29,1698
12923,12924,0.56,Ideal,E,VS2,61.5,57.0,5.3,5.27,3.25,1915
25798,25799,0.72,Ideal,G,VVS2,61.2,57.0,5.72,5.81,3.53,3126
17318,17319,0.51,Very Good,G,VS2,62.6,57.0,5.1,5.15,3.21,1343
25430,25431,0.51,Ideal,E,SI2,62.7,53.0,5.09,5.12,3.2,1177
902,903,1.05,Ideal,G,SI2,62.2,54.0,6.52,6.56,4.07,4667
16638,16639,0.9,Very Good,D,VS1,63.4,58.0,6.15,6.09,3.88,5511
19110,19111,0.31,Very Good,G,VVS1,59.8,62.0,4.35,4.41,2.62,761
13587,13588,0.31,Premium,H,SI1,59.0,57.0,4.44,4.4,2.61,573
18456,18457,0.32,Ideal,D,VS2,62.4,57.0,4.34,4.38,2.72,758
19411,19412,0.28,Very Good,D,VS1,60.5,58.0,4.23,4.26,2.57,458
26206,26207,1.21,Good,J,SI2,60.4,56.0,6.84,6.93,4.16,4559
12295,12296,0.34,Ideal,F,SI2,61.9,57.0,4.5,4.52,2.79,438
20247,20248,0.47,Ideal,D,VS1,60.5,57.0,5.04,5.07,3.06,2086
17501,17502,0.72,Premium,G,VS2,61.4,57.0,5.83,5.77,3.56,2550
22034,22035,0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,1122
17335,17336,2.01,Premium,H,SI2,62.3,58.0,8.11,8.06,5.04,15917
2969,2970,0.81,Very Good,E,VS2,62.8,57.0,5.9,5.95,3.72,3839
6936,6937,0.59,Ideal,D,SI1,61.8,56.0,5.4,5.37,3.33,1912
6496,6497,0.36,Ideal,F,VS2,62.0,55.0,4.55,4.58,2.83,726
23267,23268,0.47,Ideal,D,VS2,61.9,56.0,4.99,5.03,3.1,1319
17414,17415,0.3,Very Good,H,VS2,62.7,59.0,4.22,4.27,2.66,473
21607,21608,1.35,Premium,G,VVS2,60.2,59.0,7.2,7.16,4.32,11868
24599,24600,1.58,Premium,G,VVS2,62.4,56.0,7.5,7.4,4.65,14855
2034,2035,0.32,Ideal,G,VS2,61.5,55.0,4.39,4.43,2.71,580
9710,9711,1.73,Premium,G,VS1,62.8,57.0,7.72,7.57,4.8,15151
3255,3256,0.29,Very Good,H,VVS2,61.7,55.0,4.27,4.3,2.64,541
8210,8211,0.71,Very Good,I,SI1,60.2,58.0,5.76,5.83,3.49,2063
19077,19078,0.71,Very Good,J,VS2,62.8,61.0,5.63,5.71,3.56,1821
16168,16169,1.2,Premium,F,VVS2,62.2,58.0,6.83,6.78,4.23,11021
18616,18617,0.35,Premium,D,VVS1,60.8,58.0,4.53,4.55,2.76,1167
4445,4446,0.33,Very Good,E,VVS2,59.8,58.7,4.47,4.51,2.68,893
24090,24091,0.3,Very Good,F,VVS1,61.6,59.0,4.29,4.33,2.66,832
18447,18448,0.32,Good,D,SI1,63.1,56.0,4.34,4.38,2.75,589
17332,17333,0.79,Very Good,F,SI1,61.5,58.0,5.94,5.97,3.66,3047
1004,1005,0.6,Ideal,I,SI1,62.2,58.0,5.37,5.41,3.35,1342
6370,6371,1.55,Fair,F,SI1,59.7,66.0,7.59,7.47,4.49,10217
6286,6287,0.9,Premium,D,SI1,62.7,58.0,6.09,6.15,3.84,4381
23514,23515,1.33,Ideal,G,VVS2,62.6,57.0,7.04,6.99,4.39,12209
7733,7734,0.53,Ideal,E,VS2,62.5,57.0,5.16,5.18,3.23,1607
12861,12862,0.41,Good,G,SI2,63.4,58.0,4.7,4.73,2.99,611
292,293,0.38,Ideal,D,VS1,62.5,56.0,4.64,4.67,2.91,1067
10417,10418,1.51,Good,F,SI2,64.2,61.0,7.24,7.19,4.63,7695
17218,17219,1.01,Very Good,D,SI2,61.8,60.0,6.37,6.41,3.95,4588
17094,17095,0.54,Premium,E,VS1,60.3,58.0,5.32,5.26,3.19,2041
6213,6214,0.7,Good,G,VS2,,59.0,5.51,5.55,3.53,2353
3334,3335,0.31,Good,F,SI1,63.5,56.0,4.3,4.33,2.74,516
10460,10461,2.02,Premium,I,SI2,61.7,58.0,8.07,8.0,4.96,14350
24854,24855,1.04,Premium,G,VVS2,61.8,58.0,6.47,6.51,4.01,7953
15733,15734,0.52,Very Good,E,VS2,62.8,55.0,5.11,5.15,3.22,1621
11486,11487,1.51,Fair,G,VS2,58.1,67.0,7.59,7.49,4.38,10553
15429,15430,1.12,Very Good,H,SI2,61.7,59.0,6.67,6.71,4.13,5375
18544,18545,1.14,Premium,D,SI2,60.3,58.0,6.79,6.71,4.07,4972
3732,3733,0.53,Ideal,I,VS2,62.1,54.0,5.2,5.24,3.24,1046
7844,7845,1.21,Very Good,F,VS2,60.1,55.0,6.91,7.01,4.18,8711
21401,21402,0.51,Ideal,G,VVS2,61.3,57.0,5.12,5.15,3.15,1875
17854,17855,0.56,Ideal,E,SI1,61.6,55.0,5.31,5.33,3.28,1649
1868,1869,1.14,Ideal,G,VS1,61.4,57.0,6.75,6.81,4.16,8346
5621,5622,1.5,Ideal,F,SI1,62.0,53.0,7.32,7.29,4.53,11405
23912,23913,0.41,Ideal,H,VVS1,61.5,55.0,4.79,4.81,2.95,945
1961,1962,1.53,Good,J,SI2,64.1,58.0,7.3,7.18,4.64,6368
3962,3963,0.32,Ideal,G,VS2,61.4,55.0,4.4,4.46,2.72,561
14276,14277,0.71,Good,H,SI1,63.1,57.0,5.61,5.65,3.55,2096
9879,9880,1.01,Very Good,E,VS2,62.9,58.0,6.37,6.47,4.04,6221
781,782,1.0,Ideal,G,VS2,62.3,56.0,6.43,6.32,3.97,5887
3726,3727,0.71,Premium,F,SI1,60.7,54.0,5.84,5.8,3.53,2809
14360,14361,0.49,Ideal,H,SI2,60.7,56.0,5.13,5.18,3.13,1190
19532,19533,0.32,Premium,E,VS2,60.5,58.0,4.44,4.48,2.7,702
25108,25109,0.94,Very Good,E,SI2,62.0,58.0,6.23,6.29,3.88,3886
22572,22573,0.33,Ideal,G,VVS2,61.9,55.0,4.41,4.44,2.74,713
25307,25308,0.41,Ideal,E,SI2,59.8,55.0,4.93,4.81,2.91,876
20524,20525,1.1,Ideal,H,SI2,62.0,56.5,6.58,6.63,4.09,5002
3351,3352,1.0,Fair,G,VS1,63.1,68.0,6.32,6.17,3.94,4892
10041,10042,1.21,Ideal,G,VS1,62.5,57.0,6.77,6.7,4.21,6025
16326,16327,0.31,Very Good,G,VVS1,61.9,55.0,4.36,4.4,2.71,642
8830,8831,1.35,Premium,J,SI1,62.1,54.0,7.15,7.09,4.42,4082
23039,23040,1.51,Premium,G,VS2,60.8,60.0,7.42,7.38,4.5,13157
5736,5737,0.41,Ideal,H,IF,62.1,56.0,4.76,4.74,2.95,1243
2148,2149,1.33,Premium,G,SI2,61.3,59.0,7.06,6.93,4.29,4634
20555,20556,0.41,Very Good,G,VS2,61.7,61.0,4.7,4.74,2.91,827
12874,12875,1.17,Fair,E,VS2,64.5,56.0,6.75,6.68,4.33,6814
71,72,0.44,Ideal,I,VVS2,60.8,56.0,4.9,4.93,2.99,912
4997,4998,0.26,Ideal,F,VVS1,60.3,56.0,4.15,4.17,2.51,733
1768,1769,0.51,Ideal,D,SI1,61.7,55.0,5.11,5.16,3.17,1569
15438,15439,0.31,Ideal,G,VS2,62.2,53.0,4.37,4.38,2.72,562
809,810,0.73,Ideal,G,VS1,60.7,57.0,5.85,5.81,3.54,3411
12269,12270,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,641
17895,17896,0.35,Ideal,I,VVS2,62.3,57.0,4.53,4.49,2.81,788
8903,8904,0.3,Premium,E,SI1,61.3,60.0,4.31,4.27,2.63,675
12128,12129,1.01,Very Good,F,SI2,60.7,57.0,6.42,6.46,3.91,4004
1258,1259,1.14,Premium,G,VS2,61.2,58.0,6.75,6.71,4.12,6619
23052,23053,0.42,Premium,D,SI1,61.9,59.0,4.76,4.81,2.96,810
11037,11038,0.34,Very Good,E,VS2,58.8,59.0,4.56,4.59,2.69,745
20119,20120,2.01,Premium,E,SI2,58.7,54.0,8.27,8.2,4.83,16064
8160,8161,0.51,Ideal,I,SI2,60.8,56.0,5.14,5.26,3.16,1051
8110,8111,0.32,Ideal,E,VS2,61.5,55.0,4.43,4.38,2.71,900
14446,14447,0.7,Very Good,D,SI1,60.3,60.0,5.74,5.77,3.47,2656
15954,15955,0.56,Ideal,I,SI1,61.3,56.0,5.28,5.31,3.25,1343
478,479,0.92,Very Good,F,SI1,62.2,55.0,6.19,6.26,3.87,4621
10589,10590,0.25,Very Good,F,IF,61.1,54.0,4.08,4.11,2.5,633
12474,12475,0.7,Very Good,I,SI1,61.1,56.0,5.74,5.75,3.51,2021
4871,4872,1.06,Very Good,I,SI1,60.2,59.0,6.62,6.67,4.0,4507
5310,5311,0.55,Ideal,G,VS2,62.4,56.0,5.25,5.23,3.27,1556
22424,22425,0.37,Good,H,VS2,63.7,55.0,4.54,4.56,2.9,584
5457,5458,0.9,Very Good,I,SI1,62.6,58.0,6.08,6.15,3.83,3220
13046,13047,0.7,Very Good,D,VS2,62.5,55.0,5.65,5.71,3.55,3052
692,693,0.71,Good,D,SI1,63.1,56.0,5.68,5.73,3.6,2719
24724,24725,2.01,Very Good,E,SI2,60.6,59.0,8.11,8.25,4.96,17118
25506,25507,0.37,Ideal,G,IF,60.5,56.0,4.66,4.7,2.83,926
950,951,0.9,Fair,D,SI1,66.4,59.0,5.97,5.92,3.95,3382
11173,11174,0.41,Ideal,E,VVS2,61.5,55.0,4.83,4.79,2.96,1243
22073,22074,0.7,Ideal,E,SI1,62.0,56.0,5.68,5.7,3.53,2948
19197,19198,0.32,Premium,G,VS2,59.8,59.0,4.48,4.52,2.69,561
18270,18271,0.41,Ideal,E,SI1,62.6,57.0,4.72,4.73,2.96,755
15484,15485,0.23,Very Good,E,VVS2,58.0,60.0,4.04,4.07,2.35,465
10706,10707,0.32,Very Good,H,VS1,62.8,55.0,4.35,4.41,2.75,561
4146,4147,0.9,Premium,F,SI2,62.3,57.0,6.18,6.15,3.84,3704
1094,1095,1.51,Premium,F,VS2,61.8,56.0,7.46,7.32,4.57,12899
